model,cntr,crop,component,dln
ipsl-cm6a-lr,FI,Spring barley,precip2,-0.0663208789583105
ec-earth3,FR,Spring barley,precip2,-0.00740073523937874
ipsl-cm6a-lr,FR,Spring barley,precip2,0.0187131309573478
ec-earth3,HU,Spring barley,precip2,0.0533293966544265
ipsl-cm6a-lr,HU,Spring barley,precip2,0.027982763545368
ec-earth3,LT,Spring barley,precip2,-0.080831118359918
ipsl-cm6a-lr,LT,Spring barley,precip2,-0.0409463059166949
ec-earth3,LV,Spring barley,precip2,-0.104836460069751
ipsl-cm6a-lr,LV,Spring barley,precip2,-0.0561847899158342
ec-earth3,SE,Spring barley,precip2,-0.0806620145990658
ipsl-cm6a-lr,SE,Spring barley,precip2,-0.0606683127519975
ec-earth3,SK,Spring barley,precip2,0.0542844404075947
ipsl-cm6a-lr,SK,Spring barley,precip2,0.0293731757135039
ec-earth3,CZ,Winter barley,precip2,0.0285975836951812
ipsl-cm6a-lr,CZ,Winter barley,precip2,0.0316353496018426
ec-earth3,DE,Winter barley,precip2,-0.00303659767306132
ipsl-cm6a-lr,DE,Winter barley,precip2,-0.000541617971130022
ec-earth3,DK,Winter barley,precip2,-0.0433980081239085
ipsl-cm6a-lr,DK,Winter barley,precip2,-0.0435355746432137
ec-earth3,EE,Winter barley,precip2,-0.0864325040865683
ipsl-cm6a-lr,EE,Winter barley,precip2,-0.0366123411633048
ec-earth3,EL,Winter barley,precip2,-0.000662728793552747
ipsl-cm6a-lr,EL,Winter barley,precip2,-0.00223634801982795
ec-earth3,ES,Winter barley,precip2,0.0140885162238275
ipsl-cm6a-lr,ES,Winter barley,precip2,0.00451921940071861
ec-earth3,FR,Winter barley,precip2,-0.00207694398997124
ipsl-cm6a-lr,FR,Winter barley,precip2,0.0161170592217421
ec-earth3,HU,Winter barley,precip2,0.0375766635939863
ipsl-cm6a-lr,HU,Winter barley,precip2,0.0197484682357921
ec-earth3,IT,Winter barley,precip2,0.0246218993480769
ipsl-cm6a-lr,IT,Winter barley,precip2,-0.00824525839445492
ec-earth3,LT,Winter barley,precip2,-0.0560474909032139
ipsl-cm6a-lr,LT,Winter barley,precip2,-0.0277090777126724
ec-earth3,LV,Winter barley,precip2,-0.072419105690417
ipsl-cm6a-lr,LV,Winter barley,precip2,-0.0400568826771931
ec-earth3,SE,Winter barley,precip2,-0.0520961718424645
ipsl-cm6a-lr,SE,Winter barley,precip2,-0.0441773294815834
ec-earth3,SK,Winter barley,precip2,0.0417670163945198
ipsl-cm6a-lr,SK,Winter barley,precip2,0.0218910538435693
ec-earth3,CZ,Soft wheat,n_day,0.00289009528053943
ipsl-cm6a-lr,CZ,Soft wheat,n_day,0.00792016334663821
ec-earth3,DE,Soft wheat,n_day,5.77750662128285e-05
ipsl-cm6a-lr,DE,Soft wheat,n_day,0.00585346198063774
ec-earth3,DK,Soft wheat,n_day,0.00692235371465855
ipsl-cm6a-lr,DK,Soft wheat,n_day,0.0130571106031706
ec-earth3,EE,Soft wheat,n_day,0.0280369794538089
ipsl-cm6a-lr,EE,Soft wheat,n_day,0.0299542025363822
ec-earth3,EL,Soft wheat,n_day,-0.00212156072195067
ipsl-cm6a-lr,EL,Soft wheat,n_day,0.00233807797482531
ec-earth3,ES,Soft wheat,n_day,-0.0106190949863624
ipsl-cm6a-lr,ES,Soft wheat,n_day,-0.00156326869221995
ec-earth3,FI,Soft wheat,n_day,0.0355806797235772
ipsl-cm6a-lr,FI,Soft wheat,n_day,0.0378263969028484
ec-earth3,FR,Soft wheat,n_day,-0.00642583052581066
ipsl-cm6a-lr,FR,Soft wheat,n_day,0.00047490082244728
ec-earth3,HU,Soft wheat,n_day,-0.000323096548977403
ipsl-cm6a-lr,HU,Soft wheat,n_day,0.00649639078414692
ec-earth3,IT,Soft wheat,n_day,-0.0031543282354706
ipsl-cm6a-lr,IT,Soft wheat,n_day,0.00511519274914734
ec-earth3,LT,Soft wheat,n_day,0.0178047083320942
ipsl-cm6a-lr,LT,Soft wheat,n_day,0.0212997337444396
ec-earth3,LV,Soft wheat,n_day,0.0220928194000102
ipsl-cm6a-lr,LV,Soft wheat,n_day,0.0237239410010621
ec-earth3,RO,Soft wheat,n_day,0.00294618144383018
ipsl-cm6a-lr,RO,Soft wheat,n_day,0.00506491667287061
ec-earth3,SE,Soft wheat,n_day,0.0145412055962408
ipsl-cm6a-lr,SE,Soft wheat,n_day,0.0187148549143031
ec-earth3,SK,Soft wheat,n_day,0.00281213939424643
ipsl-cm6a-lr,SK,Soft wheat,n_day,0.00899814759759907
ec-earth3,EL,Durum wheat,n_day,-0.0110582865341865
ipsl-cm6a-lr,EL,Durum wheat,n_day,0.00384325144031896
ec-earth3,ES,Durum wheat,n_day,-0.0506311983108088
ipsl-cm6a-lr,ES,Durum wheat,n_day,-0.0225205797637021
ec-earth3,FR,Durum wheat,n_day,-0.0311622947697051
ipsl-cm6a-lr,FR,Durum wheat,n_day,-0.00243272063172489
ec-earth3,HU,Durum wheat,n_day,-0.00296987996286049
ipsl-cm6a-lr,HU,Durum wheat,n_day,0.022376809013261
ec-earth3,IT,Durum wheat,n_day,-0.0287118348311947
ipsl-cm6a-lr,IT,Durum wheat,n_day,-0.00193713098534234
ec-earth3,RO,Durum wheat,n_day,0.0127863421644628
ipsl-cm6a-lr,RO,Durum wheat,n_day,0.0209299783474439
ec-earth3,SK,Durum wheat,n_day,0.00688267316034238
ipsl-cm6a-lr,SK,Durum wheat,n_day,0.0319626186065828
ec-earth3,CZ,Spring barley,n_day,-0.000554846961544349
ipsl-cm6a-lr,CZ,Spring barley,n_day,-0.00150176798865519
ec-earth3,DE,Spring barley,n_day,-8.78249660475393e-05
ipsl-cm6a-lr,DE,Spring barley,n_day,-0.00115405628571619
ec-earth3,DK,Spring barley,n_day,-0.00125805346746041
ipsl-cm6a-lr,DK,Spring barley,n_day,-0.00236561966111361
ec-earth3,EE,Spring barley,n_day,-0.00527352151688542
ipsl-cm6a-lr,EE,Spring barley,n_day,-0.0056450576754831
ec-earth3,ES,Spring barley,n_day,0.00194257965285124
ipsl-cm6a-lr,ES,Spring barley,n_day,0.000180828915147112
ec-earth3,FI,Spring barley,n_day,-0.00707094487034641
ipsl-cm6a-lr,FI,Spring barley,n_day,-0.00764070261296252
ec-earth3,FR,Spring barley,n_day,0.000963843945231731
ipsl-cm6a-lr,FR,Spring barley,n_day,-0.000356934399072318
ec-earth3,HU,Spring barley,n_day,-6.4626217556828e-06
ipsl-cm6a-lr,HU,Spring barley,n_day,-0.00129584619979569
ec-earth3,LT,Spring barley,n_day,-0.00340641245080401
ipsl-cm6a-lr,LT,Spring barley,n_day,-0.00401891760222619
ec-earth3,LV,Spring barley,n_day,-0.00424407705713376
ipsl-cm6a-lr,LV,Spring barley,n_day,-0.00454742499559199
ec-earth3,SE,Spring barley,n_day,-0.00294072655415837
ipsl-cm6a-lr,SE,Spring barley,n_day,-0.0039009561631696
ec-earth3,SK,Spring barley,n_day,-0.000444513649445431
ipsl-cm6a-lr,SK,Spring barley,n_day,-0.00165893578057095
ec-earth3,CZ,Winter barley,n_day,0.00416917228713857
ipsl-cm6a-lr,CZ,Winter barley,n_day,0.0111406454033989
ec-earth3,DE,Winter barley,n_day,0.000201444897819696
ipsl-cm6a-lr,DE,Winter barley,n_day,0.00848531132356282
ec-earth3,DK,Winter barley,n_day,0.00989312725444777
ipsl-cm6a-lr,DK,Winter barley,n_day,0.0181915538910067
ec-earth3,EE,Winter barley,n_day,0.0407826133767009
ipsl-cm6a-lr,EE,Winter barley,n_day,0.043807745872274
ec-earth3,EL,Winter barley,n_day,-0.00450339806511577
ipsl-cm6a-lr,EL,Winter barley,n_day,0.00137464325801608
ec-earth3,ES,Winter barley,n_day,-0.0158233008038979
ipsl-cm6a-lr,ES,Winter barley,n_day,-0.00236202523320241
ec-earth3,FR,Winter barley,n_day,-0.00871162051465474
ipsl-cm6a-lr,FR,Winter barley,n_day,0.00141636496945546
ec-earth3,HU,Winter barley,n_day,-0.00125923556045261
ipsl-cm6a-lr,HU,Winter barley,n_day,0.00883652714568797
ec-earth3,IT,Winter barley,n_day,-0.00748865488076053
ipsl-cm6a-lr,IT,Winter barley,n_day,0.00394808095840255
ec-earth3,LT,Winter barley,n_day,0.0261067976106991
ipsl-cm6a-lr,LT,Winter barley,n_day,0.0310691603763879
ec-earth3,LV,Winter barley,n_day,0.0318486414515467
ipsl-cm6a-lr,LV,Winter barley,n_day,0.0340654066257523
ec-earth3,SE,Winter barley,n_day,0.0196300539396288
ipsl-cm6a-lr,SE,Winter barley,n_day,0.0268019626268858
ec-earth3,SK,Winter barley,n_day,0.00433166929995874
ipsl-cm6a-lr,SK,Winter barley,n_day,0.0131364902517876
