model,cntr,crop,component,dln
ipsl-cm6a-lr,ES,Spring barley,precip2,0.00817616965793542
ec-earth3,FI,Spring barley,precip2,-0.101618844821348
ipsl-cm6a-lr,FI,Spring barley,precip2,-0.0659746176708092
ec-earth3,FR,Spring barley,precip2,-0.00736209600309759
ipsl-cm6a-lr,FR,Spring barley,precip2,0.0186154297066972
ec-earth3,HU,Spring barley,precip2,0.0530509638918143
ipsl-cm6a-lr,HU,Spring barley,precip2,0.027836665545986
ec-earth3,LT,Spring barley,precip2,-0.0804090991172136
ipsl-cm6a-lr,LT,Spring barley,precip2,-0.0407325252668025
ec-earth3,LV,Spring barley,precip2,-0.104289108945776
ipsl-cm6a-lr,LV,Spring barley,precip2,-0.0558914491459316
ec-earth3,SE,Spring barley,precip2,-0.0802408782470418
ipsl-cm6a-lr,SE,Spring barley,precip2,-0.0603515635108235
ec-earth3,SK,Spring barley,precip2,0.0540010213618574
ipsl-cm6a-lr,SK,Spring barley,precip2,0.0292198183726436
ec-earth3,CZ,Winter barley,precip2,0.0297452638316193
ipsl-cm6a-lr,CZ,Winter barley,precip2,0.0329049415622791
ec-earth3,DE,Winter barley,precip2,-0.00315846261343087
ipsl-cm6a-lr,DE,Winter barley,precip2,-0.000563354219675673
ec-earth3,DK,Winter barley,precip2,-0.0451396598807729
ipsl-cm6a-lr,DK,Winter barley,precip2,-0.0452827472288071
ec-earth3,EE,Winter barley,precip2,-0.0899012191059941
ipsl-cm6a-lr,EE,Winter barley,precip2,-0.0380816700810728
ec-earth3,EL,Winter barley,precip2,-0.000689325469702495
ipsl-cm6a-lr,EL,Winter barley,precip2,-0.00232609728773382
ec-earth3,ES,Winter barley,precip2,0.0146539174966873
ipsl-cm6a-lr,ES,Winter barley,precip2,0.00470058501515982
ec-earth3,FR,Winter barley,precip2,-0.00216029604471796
ipsl-cm6a-lr,FR,Winter barley,precip2,0.016763870117507
ec-earth3,HU,Winter barley,precip2,0.0390846927638669
ipsl-cm6a-lr,HU,Winter barley,precip2,0.0205410150803396
ec-earth3,IT,Winter barley,precip2,0.0256100270551016
ipsl-cm6a-lr,IT,Winter barley,precip2,-0.00857615765433575
ec-earth3,LT,Winter barley,precip2,-0.0582967925467529
ipsl-cm6a-lr,LT,Winter barley,precip2,-0.0288211002677532
ec-earth3,LV,Winter barley,precip2,-0.0753254340706539
ipsl-cm6a-lr,LV,Winter barley,precip2,-0.0416644481647623
ec-earth3,SE,Winter barley,precip2,-0.0541868988858874
ipsl-cm6a-lr,SE,Winter barley,precip2,-0.0459502570151582
ec-earth3,SK,Winter barley,precip2,0.0434432130825062
ipsl-cm6a-lr,SK,Winter barley,precip2,0.0227695870766478
